temperature,rpm,pressure,vibration,operating_hours,failure,hdf,osf,twf,pwf,rnf,failure_type
78.4,1453,27.9,0.26,2062,0,0,0,0,0,0,Normal
82.6,1508,27.8,0.24,2182,0,0,0,0,0,0,Normal
80.9,1451,27.1,0.28,2316,0,0,0,0,0,0,Normal
79.7,1595,25.8,0.24,2297,0,0,0,0,0,0,Normal
79.2,1354,27.9,0.25,2428,0,0,0,0,0,0,Normal
80.2,1265,31.9,0.21,2458,0,0,0,0,0,0,Normal
81.3,1867,23.2,0.28,2497,0,0,0,0,0,0,Normal
80.4,1497,27.6,0.29,2585,0,0,0,0,0,0,Normal
80.1,1347,30.1,0.35,2561,0,0,0,0,0,0,Normal
80.2,1544,26.6,0.29,2674,0,0,0,0,0,0,Normal
79.3,1456,28.1,0.26,2543,0,0,0,0,0,0,Normal
79.9,1335,28.5,0.23,2817,0,0,0,0,0,0,Normal
77.5,1452,28.9,0.23,2735,0,0,0,0,0,0,Normal
82.1,1290,31.6,0.23,2784,1,0,0,0,1,0,Power Failure
81.0,1448,27.0,0.36,2840,0,0,0,0,0,0,Normal
79.2,1611,25.5,0.3,2967,0,0,0,0,0,0,Normal
83.2,1556,25.3,0.26,2907,0,0,0,0,0,0,Normal
80.6,1413,29.8,0.25,2956,0,0,0,0,0,0,Normal
78.8,1545,26.7,0.26,3036,0,0,0,0,0,0,Normal
81.8,1330,29.9,0.27,3135,0,0,0,0,0,0,Normal
81.5,1596,25.9,0.35,3197,0,0,0,0,0,0,Normal
81.3,1618,27.1,0.29,3283,0,0,0,0,0,0,Normal
80.3,1597,25.3,0.24,3356,0,0,0,0,0,0,Normal
81.9,1354,30.1,0.39,3363,0,0,0,0,0,0,Normal
80.8,1746,23.8,0.25,3387,0,0,0,0,0,0,Normal
82.1,1621,24.9,0.28,3345,0,0,0,0,0,0,Normal
78.4,1398,28.4,0.35,3540,0,0,0,0,0,0,Normal
80.5,1434,30.1,0.32,3493,0,0,0,0,0,0,Normal
83.6,1443,28.2,0.28,3506,0,0,0,0,0,0,Normal
79.7,1488,26.8,0.26,3596,0,0,0,0,0,0,Normal
80.2,1475,28.1,0.27,3583,0,0,0,0,0,0,Normal
80.4,1433,29.1,0.27,3555,0,0,0,0,0,0,Normal
79.3,1557,25.0,0.31,3738,0,0,0,0,0,0,Normal
78.0,1398,30.3,0.32,3834,0,0,0,0,0,0,Normal
80.9,1559,23.5,0.31,3852,0,0,0,0,0,0,Normal
81.6,1422,27.4,0.31,3880,0,0,0,0,0,0,Normal
81.2,1463,25.6,0.27,3938,0,0,0,0,0,0,Normal
81.0,1793,21.3,0.33,4003,0,0,0,0,0,0,Normal
81.1,1872,21.8,0.37,4039,0,0,0,0,0,0,Normal
82.8,1412,28.5,0.31,4067,0,0,0,0,0,0,Normal
81.1,1487,27.6,0.31,4110,0,0,0,0,0,0,Normal
80.6,1369,31.7,0.33,4224,1,0,1,0,0,0,Overstrain Failure
81.1,1673,26.6,0.37,4208,0,0,0,0,0,0,Normal
82.6,1439,26.7,0.29,4227,0,0,0,0,0,0,Normal
83.7,1574,27.8,0.39,4312,0,0,0,0,0,0,Normal
77.4,1281,28.7,0.22,233,0,0,0,0,0,0,Normal
78.5,1653,22.7,0.2,285,0,0,0,0,0,0,Normal
78.9,1535,25.2,0.25,257,0,0,0,0,0,0,Normal
77.0,1483,27.2,0.16,328,0,0,0,0,0,0,Normal
78.6,1414,28.9,0.23,368,0,0,0,0,0,0,Normal
76.2,1379,27.8,0.22,485,0,0,0,0,0,0,Normal
75.6,1482,26.6,0.17,539,0,0,0,0,0,0,Normal
78.9,1987,24.1,0.23,535,0,0,0,0,0,0,Normal
77.8,1635,26.8,0.22,656,0,0,0,0,0,0,Normal
78.7,1533,27.8,0.21,762,0,0,0,0,0,0,Normal
78.7,1576,26.8,0.25,719,0,0,0,0,0,0,Normal
77.5,1330,30.7,0.2,804,0,0,0,0,0,0,Normal
79.0,1981,24.5,0.23,920,0,0,0,0,0,0,Normal
77.2,1475,27.6,0.22,855,0,0,0,0,0,0,Normal
81.2,1804,24.6,0.2,1023,0,0,0,0,0,0,Normal
76.8,1416,30.0,0.25,1174,0,0,0,0,0,0,Normal
78.4,1727,24.5,0.22,1119,0,0,0,0,0,0,Normal
77.0,1391,27.9,0.17,1228,0,0,0,0,0,0,Normal
79.6,1366,29.2,0.16,1226,0,0,0,0,0,0,Normal
78.0,1366,30.9,0.27,1248,0,0,0,0,0,0,Normal
77.7,1501,26.7,0.19,1315,0,0,0,0,0,0,Normal
79.8,1551,27.0,0.25,1331,0,0,0,0,0,0,Normal
78.6,1522,26.9,0.24,1351,0,0,0,0,0,0,Normal
79.2,1369,28.5,0.22,1439,0,0,0,0,0,0,Normal
77.0,1334,30.7,0.32,1494,0,0,0,0,0,0,Normal
76.4,1451,26.5,0.25,1520,0,0,0,0,0,0,Normal
78.7,1589,28.1,0.27,1610,0,0,0,0,0,0,Normal
78.3,1708,25.6,0.26,1672,0,0,0,0,0,0,Normal
79.6,1413,27.4,0.24,1725,0,0,0,0,0,0,Normal
78.5,1415,27.3,0.25,1699,0,0,0,0,0,0,Normal
79.2,1421,28.0,0.31,1800,0,0,0,0,0,0,Normal
76.5,1348,28.9,0.3,1752,0,0,0,0,0,0,Normal
81.6,1408,26.3,0.33,1880,0,0,0,0,0,0,Normal
78.5,1525,27.5,0.26,1934,0,0,0,0,0,0,Normal
80.0,1706,24.2,0.22,1993,0,0,0,0,0,0,Normal
77.6,1395,28.9,0.24,2010,0,0,0,0,0,0,Normal
79.2,1602,27.2,0.21,2125,0,0,0,0,0,0,Normal
76.8,1907,22.2,0.29,2138,0,0,0,0,0,0,Normal
79.5,1325,30.4,0.24,2139,0,0,0,0,0,0,Normal
78.3,1408,27.7,0.14,2155,0,0,0,0,0,0,Normal
78.9,1489,26.3,0.36,2236,0,0,0,0,0,0,Normal
79.9,1680,25.6,0.24,2268,0,0,0,0,0,0,Normal
77.2,1517,27.0,0.24,2338,0,0,0,0,0,0,Normal
77.9,1618,26.2,0.34,2357,0,0,0,0,0,0,Normal
79.7,1455,26.5,0.22,2460,0,0,0,0,0,0,Normal
82.2,1543,25.5,0.32,2479,0,0,0,0,0,0,Normal
78.9,1399,28.0,0.25,2594,0,0,0,0,0,0,Normal
80.0,1469,26.1,0.22,2651,0,0,0,0,0,0,Normal
79.2,1521,24.9,0.35,2657,0,0,0,0,0,0,Normal
82.4,1584,27.3,0.32,2698,0,0,0,0,0,0,Normal
77.3,1443,26.4,0.32,2767,0,0,0,0,0,0,Normal
80.1,1416,27.5,0.3,2903,0,0,0,0,0,0,Normal
77.0,1563,27.1,0.31,2788,0,0,0,0,0,0,Normal
75.9,1542,25.8,0.23,2896,0,0,0,0,0,0,Normal
80.2,1624,23.0,0.29,2891,0,0,0,0,0,0,Normal
80.0,1471,28.4,0.25,3007,0,0,0,0,0,0,Normal
79.7,1492,26.8,0.23,3012,0,0,0,0,0,0,Normal
79.8,1465,26.7,0.31,3097,0,0,0,0,0,0,Normal
84.2,1399,29.6,0.34,3167,0,0,0,0,0,0,Normal
79.0,1431,27.7,0.28,3173,0,0,0,0,0,0,Normal
80.0,1600,26.0,0.29,3146,0,0,0,0,0,0,Normal
78.1,1593,27.4,0.25,3345,0,0,0,0,0,0,Normal
79.7,1469,26.4,0.3,3353,0,0,0,0,0,0,Normal
78.8,1413,28.3,0.33,3343,0,0,0,0,0,0,Normal
78.6,1490,27.2,0.33,3343,0,0,0,0,0,0,Normal
82.1,1671,24.5,0.32,3430,0,0,0,0,0,0,Normal
81.2,1365,27.2,0.28,3481,0,0,0,0,0,0,Normal
79.6,1557,27.8,0.28,3540,0,0,0,0,0,0,Normal
76.0,1440,27.0,0.34,3601,0,0,0,0,0,0,Normal
79.0,1489,26.1,0.34,3649,0,0,0,0,0,0,Normal
83.8,1733,25.1,0.3,3566,0,0,0,0,0,0,Normal
79.4,1580,26.3,0.29,3676,0,0,0,0,0,0,Normal
81.5,1856,21.7,0.36,3835,0,0,0,0,0,0,Normal
82.2,1454,28.8,0.3,3778,0,0,0,0,0,0,Normal
80.4,1495,25.7,0.34,3923,0,0,0,0,0,0,Normal
78.6,1761,24.5,0.31,3990,0,0,0,0,0,0,Normal
76.3,1402,28.7,0.27,3997,0,0,0,0,0,0,Normal
81.0,1670,26.2,0.38,4028,0,0,0,0,0,0,Normal
78.8,1582,28.1,0.32,4010,0,0,0,0,0,0,Normal
80.3,1542,24.4,0.29,4084,0,0,0,0,0,0,Normal
78.2,1539,27.2,0.27,4041,0,0,0,0,0,0,Normal
79.7,1418,28.1,0.27,4107,0,0,0,0,0,0,Normal
80.3,1723,24.4,0.31,4149,0,0,0,0,0,0,Normal
80.7,1303,29.5,0.4,4225,0,0,0,0,0,0,Normal
78.5,1463,29.9,0.3,4240,0,0,0,0,0,0,Normal
82.0,1544,25.4,0.39,4330,0,0,0,0,0,0,Normal
79.3,1596,28.2,0.32,4399,0,0,0,0,0,0,Normal
77.9,1413,25.8,0.28,4357,0,0,0,0,0,0,Normal
80.3,1492,26.1,0.31,4438,0,0,0,0,0,0,Normal
77.4,1624,26.9,0.15,179,0,0,0,0,0,0,Normal
77.6,1504,28.7,0.17,247,0,0,0,0,0,0,Normal
79.4,1574,25.6,0.17,310,0,0,0,0,0,0,Normal
77.2,1438,27.4,0.13,379,0,0,0,0,0,0,Normal
77.6,1474,30.5,0.27,423,0,0,0,0,0,0,Normal
76.0,1675,25.1,0.22,448,0,0,0,0,0,0,Normal
78.9,1457,26.6,0.18,395,0,0,0,0,0,0,Normal
78.2,1434,28.4,0.22,449,0,0,0,0,0,0,Normal
77.1,1668,26.4,0.18,500,0,0,0,0,0,0,Normal
74.8,1550,27.0,0.12,597,0,0,0,0,0,0,Normal
79.8,1834,26.1,0.33,553,0,0,0,0,0,0,Normal
76.0,1476,27.0,0.22,691,0,0,0,0,0,0,Normal
77.0,1541,25.6,0.19,744,0,0,0,0,0,0,Normal
78.3,1581,25.3,0.14,691,0,0,0,0,0,0,Normal
76.0,1678,24.3,0.16,791,0,0,0,0,0,0,Normal
75.8,1355,28.3,0.29,954,0,0,0,0,0,0,Normal
74.9,1700,29.3,0.28,975,0,0,0,0,0,0,Normal
79.0,1462,27.4,0.25,935,0,0,0,0,0,0,Normal
77.3,1727,25.2,0.18,964,0,0,0,0,0,0,Normal
82.7,1674,25.0,0.29,950,0,0,0,0,0,0,Normal
76.9,1397,29.0,0.25,1184,0,0,0,0,0,0,Normal
77.0,2323,23.4,0.26,1151,0,0,0,0,0,0,Normal
77.4,1434,30.3,0.25,1281,0,0,0,0,0,0,Normal
78.5,1560,27.9,0.17,1234,0,0,0,0,0,0,Normal
77.3,1573,24.1,0.19,1296,0,0,0,0,0,0,Normal
78.7,1798,22.4,0.21,1364,0,0,0,0,0,0,Normal
76.6,1567,25.0,0.26,1496,0,0,0,0,0,0,Normal
75.8,1416,28.6,0.18,1477,0,0,0,0,0,0,Normal
75.2,1424,28.3,0.23,1490,0,0,0,0,0,0,Normal
74.6,1598,25.6,0.24,1548,0,0,0,0,0,0,Normal
77.3,1760,25.9,0.28,1590,0,0,0,0,0,0,Normal
77.8,1348,29.7,0.27,1661,0,0,0,0,0,0,Normal
77.3,1542,25.7,0.21,1720,0,0,0,0,0,0,Normal
80.0,1566,27.6,0.31,1825,0,0,0,0,0,0,Normal
80.2,1554,29.9,0.2,1772,0,0,0,0,0,0,Normal
77.9,1470,26.6,0.29,1885,0,0,0,0,0,0,Normal
75.9,1758,22.1,0.23,1865,0,0,0,0,0,0,Normal
77.6,1486,26.1,0.26,1989,0,0,0,0,0,0,Normal
77.7,1402,26.3,0.26,2017,0,0,0,0,0,0,Normal
77.7,1459,28.1,0.27,2071,0,0,0,0,0,0,Normal
77.5,1494,28.1,0.29,2127,0,0,0,0,0,0,Normal
77.8,1731,24.7,0.28,2158,0,0,0,0,0,0,Normal
78.2,2076,23.4,0.29,2207,0,0,0,0,0,0,Normal
77.9,2055,21.3,0.28,2299,0,0,0,0,0,0,Normal
79.1,1469,29.2,0.21,2311,0,0,0,0,0,0,Normal
79.2,1504,27.0,0.28,2291,0,0,0,0,0,0,Normal
77.5,1396,27.8,0.24,2303,0,0,0,0,0,0,Normal
80.8,1660,26.7,0.22,2400,0,0,0,0,0,0,Normal
77.3,1577,25.7,0.26,2342,0,0,0,0,0,0,Normal
76.6,1426,29.0,0.28,2537,0,0,0,0,0,0,Normal
79.6,1458,27.1,0.28,2481,0,0,0,0,0,0,Normal
77.7,1533,27.6,0.32,2628,0,0,0,0,0,0,Normal
79.4,1701,25.6,0.33,2709,0,0,0,0,0,0,Normal
75.5,1434,28.1,0.29,2575,0,0,0,0,0,0,Normal
81.3,1952,23.1,0.3,2683,0,0,0,0,0,0,Normal
80.2,1469,25.7,0.28,2670,0,0,0,0,0,0,Normal
77.0,1800,25.4,0.31,2675,0,0,0,0,0,0,Normal
77.0,1438,27.0,0.3,2794,0,0,0,0,0,0,Normal
81.8,1647,25.2,0.28,2888,0,0,0,0,0,0,Normal
78.2,1494,29.3,0.37,2932,0,0,0,0,0,0,Normal
78.1,1445,27.2,0.26,2940,0,0,0,0,0,0,Normal
76.0,1507,27.8,0.35,2944,0,0,0,0,0,0,Normal
78.8,1234,31.7,0.24,3090,0,0,0,0,0,0,Normal
79.0,1634,26.6,0.32,3066,0,0,0,0,0,0,Normal
80.4,1334,29.5,0.35,3107,0,0,0,0,0,0,Normal
77.5,1472,28.5,0.22,3167,0,0,0,0,0,0,Normal
77.1,1410,28.1,0.3,3307,0,0,0,0,0,0,Normal
80.0,1597,25.8,0.33,3339,0,0,0,0,0,0,Normal
80.8,1460,27.6,0.31,3366,0,0,0,0,0,0,Normal
76.8,1274,32.2,0.32,3363,0,0,0,0,0,0,Normal
80.7,1517,26.2,0.31,3425,0,0,0,0,0,0,Normal
79.1,1300,29.4,0.26,3433,0,0,0,0,0,0,Normal
80.6,1686,23.6,0.4,3607,0,0,0,0,0,0,Normal
79.1,1485,27.7,0.29,3744,0,0,0,0,0,0,Normal
75.4,1464,28.2,0.33,3719,0,0,0,0,0,0,Normal
78.8,1598,27.2,0.28,3765,0,0,0,0,0,0,Normal
80.5,1894,24.2,0.22,3759,0,0,0,0,0,0,Normal
77.6,1330,29.2,0.28,3724,0,0,0,0,0,0,Normal
78.4,1582,24.4,0.26,3819,0,0,0,0,0,0,Normal
78.5,1533,27.5,0.36,3933,0,0,0,0,0,0,Normal
74.6,1419,28.0,0.29,3975,0,0,0,0,0,0,Normal
81.3,1526,27.4,0.3,4059,0,0,0,0,0,0,Normal
77.3,1364,31.7,0.28,4149,1,0,1,1,1,0,Overstrain Failure
76.7,1458,26.6,0.2,157,0,0,0,0,0,0,Normal
76.0,1288,31.3,0.17,365,0,0,0,0,0,0,Normal
77.9,1659,24.0,0.24,246,0,0,0,0,0,0,Normal
76.5,1479,28.8,0.22,415,0,0,0,0,0,0,Normal
75.8,1592,26.4,0.19,453,0,0,0,0,0,0,Normal
74.7,1532,27.2,0.24,527,0,0,0,0,0,0,Normal
77.2,1555,25.7,0.21,586,0,0,0,0,0,0,Normal
73.3,1341,29.4,0.21,606,0,0,0,0,0,0,Normal
76.9,1541,26.8,0.16,580,0,0,0,0,0,0,Normal
74.7,1414,28.4,0.21,658,0,0,0,0,0,0,Normal
78.0,1764,24.4,0.23,721,0,0,0,0,0,0,Normal
76.6,1336,29.7,0.27,756,0,0,0,0,0,0,Normal
77.4,1435,29.0,0.19,737,0,0,0,0,0,0,Normal
76.5,1537,27.2,0.31,891,0,0,0,0,0,0,Normal
73.7,1369,29.8,0.24,758,0,0,0,0,0,0,Normal
74.8,1619,24.8,0.16,908,0,0,0,0,0,0,Normal
77.2,1440,28.1,0.19,932,0,0,0,0,0,0,Normal
76.5,1649,25.2,0.28,1025,0,0,0,0,0,0,Normal
78.0,1550,26.6,0.28,1105,0,0,0,0,0,0,Normal
77.1,1471,27.4,0.23,1040,0,0,0,0,0,0,Normal
75.2,1483,28.0,0.24,1266,0,0,0,0,0,0,Normal
75.7,1336,29.7,0.18,1197,0,0,0,0,0,0,Normal
77.2,1515,25.9,0.28,1244,0,0,0,0,0,0,Normal
73.6,1373,29.1,0.19,1190,0,0,0,0,0,0,Normal
79.6,1454,29.8,0.27,1298,0,0,0,0,0,0,Normal
77.8,1646,27.0,0.29,1444,0,0,0,0,0,0,Normal
78.9,1548,25.2,0.24,1444,0,0,0,0,0,0,Normal
74.9,1462,27.6,0.28,1497,0,0,0,0,0,0,Normal
79.0,1702,24.9,0.32,1544,0,0,0,0,0,0,Normal
80.7,1409,29.8,0.25,1516,0,0,0,0,0,0,Normal
75.5,1427,29.0,0.24,1554,0,0,0,0,0,0,Normal
78.9,1438,29.7,0.24,1738,1,0,0,0,0,0,Other Failure
77.8,1450,27.2,0.22,1762,0,0,0,0,0,0,Normal
75.5,1541,28.8,0.22,1807,0,0,0,0,0,0,Normal
78.4,1484,27.1,0.27,1753,0,0,0,0,0,0,Normal
79.3,1415,27.4,0.25,1843,0,0,0,0,0,0,Normal
77.2,1496,29.4,0.27,1969,0,0,0,0,0,0,Normal
79.9,1465,28.4,0.19,1884,0,0,0,0,0,0,Normal
75.6,2113,21.9,0.25,2059,0,0,0,0,0,0,Normal
75.9,1506,29.6,0.3,2011,0,0,0,0,0,0,Normal
78.4,1689,25.1,0.21,2054,0,0,0,0,0,0,Normal
78.5,1650,24.9,0.26,2134,0,0,0,0,0,0,Normal
77.2,1563,24.9,0.19,2117,0,0,0,0,0,0,Normal
79.7,1486,27.9,0.21,2116,0,0,0,0,0,0,Normal
79.3,1732,24.7,0.3,2272,0,0,0,0,0,0,Normal
79.7,1653,26.0,0.25,2333,0,0,0,0,0,0,Normal
78.4,1535,25.9,0.34,2405,0,0,0,0,0,0,Normal
79.5,1637,27.3,0.29,2412,0,0,0,0,0,0,Normal
77.8,1533,27.6,0.29,2518,0,0,0,0,0,0,Normal
81.6,1378,28.4,0.23,2526,0,0,0,0,0,0,Normal
77.1,1606,24.3,0.26,2533,0,0,0,0,0,0,Normal
81.5,1539,26.1,0.24,2557,0,0,0,0,0,0,Normal
78.6,1728,22.8,0.23,2633,0,0,0,0,0,0,Normal
76.4,1656,26.4,0.3,2499,0,0,0,0,0,0,Normal
80.7,1631,24.7,0.31,2680,0,0,0,0,0,0,Normal
79.1,1447,29.4,0.3,2706,0,0,0,0,0,0,Normal
80.1,1396,28.4,0.25,2927,0,0,0,0,0,0,Normal
80.7,1390,30.5,0.3,2895,0,0,0,0,0,0,Normal
79.4,1348,29.5,0.21,3121,0,0,0,0,0,0,Normal
78.0,1491,27.2,0.34,2982,0,0,0,0,0,0,Normal
80.4,1520,28.6,0.24,3070,0,0,0,0,0,0,Normal
79.0,1509,24.5,0.25,3083,0,0,0,0,0,0,Normal
80.0,1445,28.5,0.3,3116,0,0,0,0,0,0,Normal
75.8,1354,32.0,0.3,3116,0,0,0,0,0,0,Normal
79.5,1488,26.9,0.29,3153,0,0,0,0,0,0,Normal
77.9,1654,24.8,0.25,3146,0,0,0,0,0,0,Normal
81.3,1378,30.0,0.34,3377,0,0,0,0,0,0,Normal
80.0,1750,25.2,0.23,3423,0,0,0,0,0,0,Normal
79.3,1448,26.5,0.24,3579,0,0,0,0,0,0,Normal
79.8,1501,29.1,0.3,3458,0,0,0,0,0,0,Normal
77.7,1654,23.4,0.26,3689,0,0,0,0,0,0,Normal
81.6,1347,27.8,0.36,3751,0,0,0,0,0,0,Normal
82.4,1486,27.6,0.26,3793,0,0,0,0,0,0,Normal
80.0,1466,27.6,0.37,3779,0,0,0,0,0,0,Normal
81.9,1346,28.6,0.36,3845,0,0,0,0,0,0,Normal
78.6,1314,28.3,0.37,4020,0,0,0,0,0,0,Normal
78.2,1440,28.5,0.39,3955,0,0,0,0,0,0,Normal
79.7,1608,25.6,0.32,4046,0,0,0,0,0,0,Normal
80.3,1296,30.7,0.28,4068,0,0,0,0,0,0,Normal
79.0,1507,28.0,0.32,4121,0,0,0,0,0,0,Normal
80.4,1343,27.9,0.3,4217,0,0,0,0,0,0,Normal
80.1,1416,27.7,0.3,4297,0,0,0,0,0,0,Normal
78.0,1288,28.8,0.33,4251,0,0,0,0,0,0,Normal
80.3,1407,27.1,0.32,4359,0,0,0,0,0,0,Normal
80.5,1608,26.5,0.3,4281,0,0,0,0,0,0,Normal
79.3,1920,24.0,0.32,4378,0,0,0,0,0,0,Normal
80.7,1386,29.7,0.36,4446,0,0,0,0,0,0,Normal
77.1,1571,25.6,0.37,4544,0,0,0,0,0,0,Normal
79.7,1613,27.0,0.27,4626,0,0,0,0,0,0,Normal
77.3,1671,25.7,0.33,4644,1,0,0,1,0,0,Tool Wear Failure
74.1,1431,28.5,0.19,228,0,0,0,0,0,0,Normal
74.9,1380,28.4,0.16,287,0,0,0,0,0,0,Normal
74.6,1683,24.4,0.2,372,0,0,0,0,0,0,Normal
75.1,1529,25.8,0.21,407,0,0,0,0,0,0,Normal
76.0,1761,24.7,0.23,402,0,0,0,0,0,0,Normal
77.7,1570,28.5,0.21,448,0,0,0,0,0,0,Normal
76.0,2156,22.2,0.17,534,0,0,0,0,0,0,Normal
74.4,1349,30.6,0.29,651,0,0,0,0,0,0,Normal
78.7,1431,26.5,0.25,678,0,0,0,0,0,0,Normal
75.5,1931,23.6,0.24,599,0,0,0,0,0,0,Normal
76.9,1428,29.1,0.26,637,0,0,0,0,0,0,Normal
77.9,1564,27.0,0.23,761,0,0,0,0,0,0,Normal
77.7,1425,26.5,0.27,831,0,0,0,0,0,0,Normal
79.0,1597,24.6,0.22,923,0,0,0,0,0,0,Normal
78.1,1618,26.8,0.22,1021,0,0,0,0,0,0,Normal
76.2,1520,26.7,0.25,1119,0,0,0,0,0,0,Normal
80.6,1425,26.8,0.29,1111,0,0,0,0,0,0,Normal
78.0,1398,25.8,0.29,1137,0,0,0,0,0,0,Normal
77.5,1557,26.0,0.25,1212,0,0,0,0,0,0,Normal
79.0,1519,28.7,0.25,1297,0,0,0,0,0,0,Normal
78.0,1619,26.0,0.26,1309,0,0,0,0,0,0,Normal
78.2,1814,25.9,0.27,1298,0,0,0,0,0,0,Normal
81.6,1521,27.7,0.29,1327,0,0,0,0,0,0,Normal
77.5,1369,28.9,0.23,1340,0,0,0,0,0,0,Normal
77.4,1356,31.0,0.29,1462,1,0,0,0,1,0,Power Failure
78.3,1336,28.5,0.25,1521,0,0,0,0,0,0,Normal
79.7,1403,28.9,0.27,1565,0,0,0,0,0,0,Normal
75.9,1413,27.3,0.3,1624,0,0,0,0,0,0,Normal
75.1,1472,30.1,0.27,1697,0,0,0,0,0,0,Normal
77.0,1452,29.9,0.28,1592,0,0,0,0,0,0,Normal
75.3,1397,30.2,0.23,1738,0,0,0,0,0,0,Normal
77.2,1455,25.9,0.31,1778,0,0,0,0,0,0,Normal
78.7,1754,23.9,0.28,1790,0,0,0,0,0,0,Normal
76.9,1471,27.8,0.26,1790,0,0,0,0,0,0,Normal
75.9,1389,28.0,0.3,1942,0,0,0,0,0,0,Normal
78.4,1702,26.2,0.36,1897,0,0,0,0,0,0,Normal
79.8,1401,30.2,0.21,1874,0,0,0,0,0,0,Normal
76.1,1426,28.2,0.23,2041,0,0,0,0,0,0,Normal
79.8,1496,25.9,0.37,2066,0,0,0,0,0,0,Normal
79.6,1433,27.4,0.28,2209,0,0,0,0,0,0,Normal
80.2,1438,28.4,0.27,2179,0,0,0,0,0,0,Normal
80.5,1418,29.8,0.26,2196,0,0,0,0,0,0,Normal
82.0,1580,25.4,0.31,2258,0,0,0,0,0,0,Normal
78.0,1468,27.0,0.37,2314,0,0,0,0,0,0,Normal
78.8,1522,27.3,0.24,2493,0,0,0,0,0,0,Normal
78.0,1311,30.7,0.27,2473,0,0,0,0,0,0,Normal
78.8,1316,29.2,0.26,2406,0,0,0,0,0,0,Normal
81.2,1853,22.5,0.3,2502,0,0,0,0,0,0,Normal
76.9,1556,27.4,0.32,2608,0,0,0,0,0,0,Normal
77.7,1567,24.3,0.34,2611,0,0,0,0,0,0,Normal
81.3,1546,27.8,0.31,2634,0,0,0,0,0,0,Normal
80.6,1382,29.0,0.38,2810,0,0,0,0,0,0,Normal
78.5,2003,21.6,0.26,2778,0,0,0,0,0,0,Normal
80.2,1748,24.5,0.25,2919,0,0,0,0,0,0,Normal
79.3,1518,27.4,0.34,2894,0,0,0,0,0,0,Normal
81.1,1475,26.8,0.29,2965,0,0,0,0,0,0,Normal
79.0,1634,24.9,0.23,2906,0,0,0,0,0,0,Normal
80.5,1689,26.3,0.28,3126,0,0,0,0,0,0,Normal
83.1,1636,25.9,0.3,3117,0,0,0,0,0,0,Normal
80.2,2235,21.4,0.27,3137,0,0,0,0,0,0,Normal
79.6,1615,25.8,0.25,3153,0,0,0,0,0,0,Normal
80.7,1618,26.4,0.29,3316,0,0,0,0,0,0,Normal
79.3,1407,31.1,0.26,3277,0,0,0,0,0,0,Normal
83.3,1450,25.6,0.33,3369,0,0,0,0,0,0,Normal
80.0,1889,24.9,0.22,3454,0,0,0,0,0,0,Normal
79.0,1568,26.9,0.31,3536,0,0,0,0,0,0,Normal
78.3,1804,25.2,0.32,3490,0,0,0,0,0,0,Normal
81.3,1582,25.9,0.3,3502,0,0,0,0,0,0,Normal
80.8,2047,20.9,0.35,3572,0,0,0,0,0,0,Normal
78.8,1601,26.4,0.25,3679,0,0,0,0,0,0,Normal
80.4,1615,24.5,0.28,3728,0,0,0,0,0,0,Normal
77.1,1452,26.3,0.3,3641,0,0,0,0,0,0,Normal
79.7,1695,23.8,0.34,3773,0,0,0,0,0,0,Normal
80.2,1790,24.9,0.32,3752,0,0,0,0,0,0,Normal
82.1,1533,27.0,0.4,3925,0,0,0,0,0,0,Normal
78.6,1813,25.5,0.28,3959,0,0,0,0,0,0,Normal
77.9,1492,27.0,0.26,3929,0,0,0,0,0,0,Normal
78.1,1479,27.2,0.39,4090,0,0,0,0,0,0,Normal
77.5,1339,30.6,0.26,4068,1,0,1,0,0,0,Overstrain Failure
81.5,1371,27.4,0.35,4101,0,0,0,0,0,0,Normal
81.9,1468,26.0,0.28,4137,0,0,0,0,0,0,Normal
80.1,1517,26.3,0.24,4184,0,0,0,0,0,0,Normal
81.4,1352,28.6,0.31,4203,0,0,0,0,0,0,Normal
79.8,1389,30.0,0.36,4223,0,0,0,0,0,0,Normal
76.3,1505,25.4,0.15,261,0,0,0,0,0,0,Normal
76.0,1538,27.6,0.22,232,0,0,0,0,0,0,Normal
76.4,1482,26.5,0.23,269,0,0,0,0,0,0,Normal
74.6,1599,25.9,0.15,326,0,0,0,0,0,0,Normal
77.4,1476,25.1,0.2,461,0,0,0,0,0,0,Normal
76.7,1509,24.7,0.27,484,0,0,0,0,0,0,Normal
78.1,1708,25.0,0.23,446,0,0,0,0,0,0,Normal
77.0,1412,31.1,0.2,565,0,0,0,0,0,1,Normal
76.6,1658,24.1,0.23,547,0,0,0,0,0,0,Normal
75.8,1375,31.9,0.18,537,0,0,0,0,0,0,Normal
77.2,1402,29.3,0.26,594,0,0,0,0,0,0,Normal
78.1,1452,27.5,0.26,743,0,0,0,0,0,0,Normal
75.3,1483,27.1,0.22,835,0,0,0,0,0,0,Normal
77.4,1477,29.1,0.23,804,0,0,0,0,0,0,Normal
77.5,1924,22.3,0.18,855,0,0,0,0,0,0,Normal
76.1,1609,25.3,0.17,934,0,0,0,0,0,0,Normal
76.4,1886,23.0,0.21,997,0,0,0,0,0,0,Normal
77.5,1616,25.7,0.22,1061,0,0,0,0,0,0,Normal
75.6,1442,28.8,0.27,1094,0,0,0,0,0,0,Normal
78.1,1407,27.6,0.27,1164,0,0,0,0,0,0,Normal
